DEBUG: General     , 1694058048567> LoggerManager.init                  > Initializing...
LOG  : General     , 1694060051252> ETW Logger | outdoorsman(): totalGain=2.7273274064064026. OutdoorsmanCounter=4983117.673550739
LOG  : General     , 1694060051253> ETW Logger | fearOfLocations(): modData.FearOfOutside: 746.8793630031664
LOG  : General     , 1694060051253> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5202798499313
LOG  : General     , 1694060053750> ETW Logger | asthmaticTrait(): counterDecrease: 0.84008309841156, modData.AsthmaticCounter: -25818.37451584131
LOG  : General     , 1694060053751> ETW Logger | outdoorsman(): totalGain=2.726934552192688. OutdoorsmanCounter=4983120.400485291
LOG  : General     , 1694060053751> ETW Logger | fearOfLocations(): modData.FearOfOutside: 747.849016319421
LOG  : General     , 1694060053752> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5170066498677
LOG  : General     , 1694060056252> ETW Logger | asthmaticTrait(): counterDecrease: 0.8417916119098664, modData.AsthmaticCounter: -25819.21630745322
LOG  : General     , 1694060056252> ETW Logger | outdoorsman(): totalGain=2.7265409231185913. OutdoorsmanCounter=4983123.127026214
LOG  : General     , 1694060056252> ETW Logger | fearOfLocations(): modData.FearOfOutside: 748.8174451042864
LOG  : General     , 1694060056253> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.513733449804
LOG  : General     , 1694060058764> ETW Logger | asthmaticTrait(): counterDecrease: 0.8435045778751373, modData.AsthmaticCounter: -25820.059812031097
LOG  : General     , 1694060058764> ETW Logger | outdoorsman(): totalGain=2.7261452078819275. OutdoorsmanCounter=4983125.853171422
LOG  : General     , 1694060058765> ETW Logger | fearOfLocations(): modData.FearOfOutside: 749.7846439638762
LOG  : General     , 1694060058765> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5104602497404
LOG  : General     , 1694060061261> ETW Logger | asthmaticTrait(): counterDecrease: 0.8452015578746795, modData.AsthmaticCounter: -25820.90501358897
LOG  : General     , 1694060061262> ETW Logger | outdoorsman(): totalGain=2.7257458567619324. OutdoorsmanCounter=4983128.578917279
LOG  : General     , 1694060061265> ETW Logger | fearOfLocations(): modData.FearOfOutside: 750.7506225600076
LOG  : General     , 1694060061266> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5071870496768
LOG  : General     , 1694060061369> ETW Logger | ISInventoryTransferAction.perform(): Moved weight: 2593.8833021605387, Moved Items: 3931
LOG  : General     , 1694060063435> ETW Logger | ISInventoryTransferAction.perform(): Moved weight: 2594.283302166499, Moved Items: 3932
LOG  : General     , 1694060063772> ETW Logger | asthmaticTrait(): counterDecrease: 0.846911358833313, modData.AsthmaticCounter: -25821.751924947803
LOG  : General     , 1694060063776> ETW Logger | outdoorsman(): totalGain=2.72534716129303. OutdoorsmanCounter=4983131.30426444
LOG  : General     , 1694060063777> ETW Logger | fearOfLocations(): modData.FearOfOutside: 751.7153697303999
LOG  : General     , 1694060063777> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5039138496131
LOG  : General     , 1694060066257> ETW Logger | asthmaticTrait(): counterDecrease: 0.8485967516899109, modData.AsthmaticCounter: -25822.600521699493
LOG  : General     , 1694060066258> ETW Logger | outdoorsman(): totalGain=2.724941909313202. OutdoorsmanCounter=4983134.0292063495
LOG  : General     , 1694060066258> ETW Logger | fearOfLocations(): modData.FearOfOutside: 752.6789010998143
LOG  : General     , 1694060066259> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.5006406495495
LOG  : General     , 1694060068758> ETW Logger | asthmaticTrait(): counterDecrease: 0.8502921760082245, modData.AsthmaticCounter: -25823.4508138755
LOG  : General     , 1694060068758> ETW Logger | outdoorsman(): totalGain=2.7245405316352844. OutdoorsmanCounter=4983136.753746881
LOG  : General     , 1694060068759> ETW Logger | fearOfLocations(): modData.FearOfOutside: 753.6412076338559
LOG  : General     , 1694060068759> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4973674494859
LOG  : General     , 1694060071261> ETW Logger | asthmaticTrait(): counterDecrease: 0.8519855618476868, modData.AsthmaticCounter: -25824.302799437348
LOG  : General     , 1694060071262> ETW Logger | outdoorsman(): totalGain=2.7241339683532715. OutdoorsmanCounter=4983139.4778808495
LOG  : General     , 1694060071263> ETW Logger | fearOfLocations(): modData.FearOfOutside: 754.6022891647254
LOG  : General     , 1694060071263> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4940942494222
LOG  : General     , 1694060073755> ETW Logger | asthmaticTrait(): counterDecrease: 0.8536721348762513, modData.AsthmaticCounter: -25825.156471572223
LOG  : General     , 1694060073756> ETW Logger | outdoorsman(): totalGain=2.7237237691879272. OutdoorsmanCounter=4983142.201604619
LOG  : General     , 1694060073756> ETW Logger | fearOfLocations(): modData.FearOfOutside: 755.5621490362437
LOG  : General     , 1694060073757> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4908210493586
LOG  : General     , 1694060075093> ETW Logger | ISInventoryTransferAction.perform(): Moved weight: 2594.6833021724597, Moved Items: 3933
LOG  : General     , 1694060075603> Screwdriver
LOG  : General     , 1694060076269> ETW Logger | asthmaticTrait(): counterDecrease: 0.8553694903850556, modData.AsthmaticCounter: -25826.01184106261
LOG  : General     , 1694060076269> ETW Logger | outdoorsman(): totalGain=2.72331440448761. OutdoorsmanCounter=4983144.924919023
LOG  : General     , 1694060076272> ETW Logger | fearOfLocations(): modData.FearOfOutside: 756.5207776838679
LOG  : General     , 1694060076275> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.487547849295
LOG  : General     , 1694060078762> ETW Logger | asthmaticTrait(): counterDecrease: 0.857050484418869, modData.AsthmaticCounter: -25826.868891547027
LOG  : General     , 1694060078763> ETW Logger | outdoorsman(): totalGain=2.722898304462433. OutdoorsmanCounter=4983147.647817328
LOG  : General     , 1694060078763> ETW Logger | fearOfLocations(): modData.FearOfOutside: 757.4781853968378
LOG  : General     , 1694060078765> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4842746492313
LOG  : General     , 1694060081266> ETW Logger | asthmaticTrait(): counterDecrease: 0.8587357699871063, modData.AsthmaticCounter: -25827.727627317014
LOG  : General     , 1694060081266> ETW Logger | outdoorsman(): totalGain=2.722484588623047. OutdoorsmanCounter=4983150.370301916
LOG  : General     , 1694060081267> ETW Logger | fearOfLocations(): modData.FearOfOutside: 758.434367340597
LOG  : General     , 1694060081267> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4810014491677
LOG  : General     , 1694060083770> ETW Logger | asthmaticTrait(): counterDecrease: 0.8604195535182954, modData.AsthmaticCounter: -25828.588046870533
LOG  : General     , 1694060083771> ETW Logger | outdoorsman(): totalGain=2.722067356109619. OutdoorsmanCounter=4983153.092369272
LOG  : General     , 1694060083771> ETW Logger | fearOfLocations(): modData.FearOfOutside: 759.3893231892748
LOG  : General     , 1694060083771> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.477728249104
LOG  : General     , 1694060086268> ETW Logger | asthmaticTrait(): counterDecrease: 0.8620955586433411, modData.AsthmaticCounter: -25829.450142429178
LOG  : General     , 1694060086269> ETW Logger | outdoorsman(): totalGain=2.721646249294281. OutdoorsmanCounter=4983155.814015522
LOG  : General     , 1694060086269> ETW Logger | fearOfLocations(): modData.FearOfOutside: 760.3430572375528
LOG  : General     , 1694060086270> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4744550490404
LOG  : General     , 1694060088767> ETW Logger | asthmaticTrait(): counterDecrease: 0.8637739777565002, modData.AsthmaticCounter: -25830.313916406933
LOG  : General     , 1694060088767> ETW Logger | outdoorsman(): totalGain=2.721226155757904. OutdoorsmanCounter=4983158.535241677
LOG  : General     , 1694060088768> ETW Logger | fearOfLocations(): modData.FearOfOutside: 761.2955663872293
LOG  : General     , 1694060088768> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4711818489768
LOG  : General     , 1694060091267> ETW Logger | asthmaticTrait(): counterDecrease: 0.8654493927955628, modData.AsthmaticCounter: -25831.17936579973
LOG  : General     , 1694060091268> ETW Logger | outdoorsman(): totalGain=2.720800817012787. OutdoorsmanCounter=4983161.256042494
LOG  : General     , 1694060091268> ETW Logger | fearOfLocations(): modData.FearOfOutside: 762.2468512122255
LOG  : General     , 1694060091268> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4679086489132
LOG  : General     , 1694060093761> ETW Logger | asthmaticTrait(): counterDecrease: 0.8671178877353668, modData.AsthmaticCounter: -25832.046483687463
LOG  : General     , 1694060093762> ETW Logger | outdoorsman(): totalGain=2.7203749418258667. OutdoorsmanCounter=4983163.976417436
LOG  : General     , 1694060093762> ETW Logger | fearOfLocations(): modData.FearOfOutside: 763.1969151901146
LOG  : General     , 1694060093762> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4646354488495
LOG  : General     , 1694060096273> ETW Logger | asthmaticTrait(): counterDecrease: 0.8687951266765594, modData.AsthmaticCounter: -25832.91527881414
LOG  : General     , 1694060096274> ETW Logger | outdoorsman(): totalGain=2.719948470592499. OutdoorsmanCounter=4983166.696365907
LOG  : General     , 1694060096275> ETW Logger | fearOfLocations(): modData.FearOfOutside: 764.1457505145959
LOG  : General     , 1694060096276> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.461362248786
LOG  : General     , 1694060098769> ETW Logger | asthmaticTrait(): counterDecrease: 0.8704610466957092, modData.AsthmaticCounter: -25833.785739860836
LOG  : General     , 1694060098769> ETW Logger | outdoorsman(): totalGain=2.719516634941101. OutdoorsmanCounter=4983169.415882542
LOG  : General     , 1694060098770> ETW Logger | fearOfLocations(): modData.FearOfOutside: 765.093364135952
LOG  : General     , 1694060098770> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4580890487223
LOG  : General     , 1694060101267> ETW Logger | asthmaticTrait(): counterDecrease: 0.8721279859542846, modData.AsthmaticCounter: -25834.65786784679
LOG  : General     , 1694060101267> ETW Logger | outdoorsman(): totalGain=2.719085931777954. OutdoorsmanCounter=4983172.134968474
LOG  : General     , 1694060101268> ETW Logger | fearOfLocations(): modData.FearOfOutside: 766.039754084369
LOG  : General     , 1694060101268> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4548158486587
LOG  : General     , 1694060103767> ETW Logger | asthmaticTrait(): counterDecrease: 0.8737946033477784, modData.AsthmaticCounter: -25835.531662450136
LOG  : General     , 1694060103769> ETW Logger | outdoorsman(): totalGain=2.7186514139175415. OutdoorsmanCounter=4983174.8536198875
LOG  : General     , 1694060103770> ETW Logger | fearOfLocations(): modData.FearOfOutside: 766.9849190271821
LOG  : General     , 1694060103770> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.451542648595
LOG  : General     , 1694060106267> ETW Logger | asthmaticTrait(): counterDecrease: 0.8754554808139802, modData.AsthmaticCounter: -25836.40711793095
LOG  : General     , 1694060106268> ETW Logger | outdoorsman(): totalGain=2.718213200569153. OutdoorsmanCounter=4983177.571833088
LOG  : General     , 1694060106268> ETW Logger | fearOfLocations(): modData.FearOfOutside: 767.9288618631798
LOG  : General     , 1694060106268> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4482694485314
LOG  : General     , 1694060108762> ETW Logger | asthmaticTrait(): counterDecrease: 0.8771160364151002, modData.AsthmaticCounter: -25837.284233967366
LOG  : General     , 1694060108762> ETW Logger | outdoorsman(): totalGain=2.7177762389183044. OutdoorsmanCounter=4983180.289609327
LOG  : General     , 1694060108763> ETW Logger | fearOfLocations(): modData.FearOfOutside: 768.8715815272034
LOG  : General     , 1694060108763> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4449962484678
LOG  : General     , 1694060111262> ETW Logger | asthmaticTrait(): counterIncrease: 0.9835026630238218, modData.AsthmaticCounter: -25836.30073130434
LOG  : General     , 1694060111264> ETW Logger | outdoorsman(): totalGain=2.7173354029655457. OutdoorsmanCounter=4983183.00694473
LOG  : General     , 1694060111264> ETW Logger | fearOfLocations(): modData.FearOfOutside: 769.8130771632347
LOG  : General     , 1694060111264> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4417230484041
LOG  : General     , 1694060113763> ETW Logger | asthmaticTrait(): counterDecrease: 0.87595973610878, modData.AsthmaticCounter: -25837.17669104045
LOG  : General     , 1694060113763> ETW Logger | outdoorsman(): totalGain=2.71689236164093. OutdoorsmanCounter=4983185.723837092
LOG  : General     , 1694060113763> ETW Logger | fearOfLocations(): modData.FearOfOutside: 770.7533493062849
LOG  : General     , 1694060113764> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4384498483405
LOG  : General     , 1694060116273> ETW Logger | asthmaticTrait(): counterDecrease: 0.8763755321502685, modData.AsthmaticCounter: -25838.0530665726
LOG  : General     , 1694060116274> ETW Logger | outdoorsman(): totalGain=2.7164475321769714. OutdoorsmanCounter=4983188.440284624
LOG  : General     , 1694060116275> ETW Logger | fearOfLocations(): modData.FearOfOutside: 771.6923921393225
LOG  : General     , 1694060116275> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4351766482769
LOG  : General     , 1694060118770> ETW Logger | asthmaticTrait(): counterDecrease: 0.8767884850502015, modData.AsthmaticCounter: -25838.92985505765
LOG  : General     , 1694060118770> ETW Logger | outdoorsman(): totalGain=2.715998649597168. OutdoorsmanCounter=4983191.156283273
LOG  : General     , 1694060118770> ETW Logger | fearOfLocations(): modData.FearOfOutside: 772.6302126515402
LOG  : General     , 1694060118770> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4319034482132
LOG  : General     , 1694060121268> ETW Logger | asthmaticTrait(): counterDecrease: 0.877353036403656, modData.AsthmaticCounter: -25839.807208094055
LOG  : General     , 1694060121268> ETW Logger | outdoorsman(): totalLose=0.5824853355288505. OutdoorsmanCounter=4983190.5737979375
LOG  : General     , 1694060121269> ETW Logger | fearOfLocations(): modData.FearOfInside: -48.26923083468859
LOG  : General     , 1694060121271> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4286302481496
LOG  : General     , 1694060123768> ETW Logger | asthmaticTrait(): counterDecrease: 0.8777656674385071, modData.AsthmaticCounter: -25840.684973761494
LOG  : General     , 1694060123769> ETW Logger | outdoorsman(): totalLose=0.5830676461309194. OutdoorsmanCounter=4983189.990730291
LOG  : General     , 1694060123769> ETW Logger | fearOfLocations(): modData.FearOfInside: -47.33385661778188
LOG  : General     , 1694060123770> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.425357048086
LOG  : General     , 1694060126280> ETW Logger | asthmaticTrait(): counterDecrease: 0.8784519374370575, modData.AsthmaticCounter: -25841.563425698932
LOG  : General     , 1694060126280> ETW Logger | outdoorsman(): totalLose=0.5836485657095909. OutdoorsmanCounter=4983189.407081725
LOG  : General     , 1694060126281> ETW Logger | fearOfLocations(): modData.FearOfInside: -46.39971380229563
LOG  : General     , 1694060126281> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4220838480223
LOG  : General     , 1694060128766> ETW Logger | asthmaticTrait(): counterDecrease: 0.8800899624824524, modData.AsthmaticCounter: -25842.443515661416
LOG  : General     , 1694060128766> ETW Logger | outdoorsman(): totalLose=0.5842288215011359. OutdoorsmanCounter=4983188.822852904
LOG  : General     , 1694060128767> ETW Logger | fearOfLocations(): modData.FearOfInside: -45.466788137474786
LOG  : General     , 1694060128767> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4188106479587
LOG  : General     , 1694060131274> ETW Logger | asthmaticTrait(): counterDecrease: 0.8817395210266114, modData.AsthmaticCounter: -25843.325255182444
LOG  : General     , 1694060131274> ETW Logger | outdoorsman(): totalLose=0.5848090670704843. OutdoorsmanCounter=4983188.238043837
LOG  : General     , 1694060131275> ETW Logger | fearOfLocations(): modData.FearOfInside: -44.535089530755535
LOG  : General     , 1694060131275> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.415537447895
LOG  : General     , 1694060133769> ETW Logger | asthmaticTrait(): counterDecrease: 0.8823071300983429, modData.AsthmaticCounter: -25844.207562312542
LOG  : General     , 1694060133770> ETW Logger | outdoorsman(): totalLose=0.5853879400491714. OutdoorsmanCounter=4983187.652655898
LOG  : General     , 1694060133770> ETW Logger | fearOfLocations(): modData.FearOfInside: -43.6046125493415
LOG  : General     , 1694060133771> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4122642478314
LOG  : General     , 1694060136276> ETW Logger | asthmaticTrait(): counterDecrease: 0.8831083059310914, modData.AsthmaticCounter: -25845.090670618472
LOG  : General     , 1694060136276> ETW Logger | outdoorsman(): totalLose=0.5859668784141541. OutdoorsmanCounter=4983187.066689019
LOG  : General     , 1694060136277> ETW Logger | fearOfLocations(): modData.FearOfInside: -42.675363749552766
LOG  : General     , 1694060136278> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4089910477678
LOG  : General     , 1694060136299> ETW Logger | ISInventoryTransferAction.perform(): Moved weight: 2595.08330217842, Moved Items: 3934
LOG  : General     , 1694060138780> ETW Logger | asthmaticTrait(): counterDecrease: 0.8847497642040253, modData.AsthmaticCounter: -25845.975420382678
LOG  : General     , 1694060138780> ETW Logger | outdoorsman(): totalLose=0.586544388011098. OutdoorsmanCounter=4983186.480144631
LOG  : General     , 1694060138781> ETW Logger | fearOfLocations(): modData.FearOfInside: -41.74734020341848
LOG  : General     , 1694060138781> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4057178477042
LOG  : General     , 1694060141275> ETW Logger | asthmaticTrait(): counterDecrease: 0.8863849461078644, modData.AsthmaticCounter: -25846.861805328786
LOG  : General     , 1694060141275> ETW Logger | outdoorsman(): totalLose=0.5871212002336978. OutdoorsmanCounter=4983185.893023431
LOG  : General     , 1694060141276> ETW Logger | fearOfLocations(): modData.FearOfInside: -40.820538705734705
LOG  : General     , 1694060141276> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.4024446476406
LOG  : General     , 1694060141625> EXITDEBUG: setGameSpeed 1
LOG  : General     , 1694060141625> EXITDEBUG: setGameSpeed 3
LOG  : General     , 1694060141674> ETW Logger | asthmaticTrait(): counterDecrease: 0.888378793001175, modData.AsthmaticCounter: -25847.75018412179
LOG  : General     , 1694060141675> ETW Logger | outdoorsman(): totalLose=0.5876980757117272. OutdoorsmanCounter=4983185.305325355
LOG  : General     , 1694060141675> ETW Logger | fearOfLocations(): modData.FearOfInside: -39.89522867845532
LOG  : General     , 1694060141675> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.399171447577
LOG  : General     , 1694060141748> ETW Logger | asthmaticTrait(): counterDecrease: 0.8903383612632751, modData.AsthmaticCounter: -25848.640522483052
LOG  : General     , 1694060141748> ETW Logger | outdoorsman(): totalLose=0.5882514105439187. OutdoorsmanCounter=4983184.717073944
LOG  : General     , 1694060141749> ETW Logger | fearOfLocations(): modData.FearOfInside: -38.97138639139812
LOG  : General     , 1694060141749> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3958982475133
LOG  : General     , 1694060141796> ETW Logger | bloodlustTime(): BloodlustMeter is below 50%, BloodlustProgress =0
LOG  : General     , 1694060141801> ETW Logger | asthmaticTrait(): counterDecrease: 0.8915892899036407, modData.AsthmaticCounter: -25849.532111772955
LOG  : General     , 1694060141801> ETW Logger | outdoorsman(): totalLose=0.588805688634515. OutdoorsmanCounter=4983184.128268256
LOG  : General     , 1694060141801> ETW Logger | fearOfLocations(): modData.FearOfInside: -38.04848211530208
LOG  : General     , 1694060141801> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3926250474497
LOG  : General     , 1694060141847> _item Base.ElectronicsScrap
LOG  : General     , 1694060141852> ETW Logger | asthmaticTrait(): counterDecrease: 0.8929274439811706, modData.AsthmaticCounter: -25850.425039216934
LOG  : General     , 1694060141852> ETW Logger | outdoorsman(): totalLose=0.5894041751325131. OutdoorsmanCounter=4983183.538864081
LOG  : General     , 1694060141853> ETW Logger | fearOfLocations(): modData.FearOfInside: -37.126582147792455
LOG  : General     , 1694060141853> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.389351847386
LOG  : General     , 1694060144340> ETW Logger | asthmaticTrait(): counterDecrease: 0.8944359183311462, modData.AsthmaticCounter: -25851.319475135264
LOG  : General     , 1694060144341> ETW Logger | outdoorsman(): totalLose=0.589996483579278. OutdoorsmanCounter=4983182.948867598
LOG  : General     , 1694060144341> ETW Logger | fearOfLocations(): modData.FearOfInside: -36.20590261883575
LOG  : General     , 1694060144342> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3860786473224
LOG  : General     , 1694060146843> ETW Logger | asthmaticTrait(): counterDecrease: 0.8960654675960541, modData.AsthmaticCounter: -25852.21554060286
LOG  : General     , 1694060146844> ETW Logger | outdoorsman(): totalLose=0.5905699373483657. OutdoorsmanCounter=4983182.35829766
LOG  : General     , 1694060146844> ETW Logger | fearOfLocations(): modData.FearOfInside: -35.28644887854479
LOG  : General     , 1694060146844> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3828054472588
LOG  : General     , 1694060149331> ETW Logger | asthmaticTrait(): counterDecrease: 0.896925812959671, modData.AsthmaticCounter: -25853.11246641582
LOG  : General     , 1694060149333> ETW Logger | outdoorsman(): totalLose=0.591141942948103. OutdoorsmanCounter=4983181.767155717
LOG  : General     , 1694060149334> ETW Logger | fearOfLocations(): modData.FearOfInside: -34.368213777223346
LOG  : General     , 1694060149335> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3795322471951
LOG  : General     , 1694060151826> ETW Logger | asthmaticTrait(): counterDecrease: 0.8977423310279846, modData.AsthmaticCounter: -25854.010208746848
LOG  : General     , 1694060151827> ETW Logger | outdoorsman(): totalLose=0.5917140330076218. OutdoorsmanCounter=4983181.175441684
LOG  : General     , 1694060151827> ETW Logger | fearOfLocations(): modData.FearOfInside: -33.45119882263049
LOG  : General     , 1694060151828> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3762590471315
LOG  : General     , 1694060154331> ETW Logger | asthmaticTrait(): counterDecrease: 0.8993681252002717, modData.AsthmaticCounter: -25854.909576872047
LOG  : General     , 1694060154333> ETW Logger | outdoorsman(): totalLose=0.5922854132950306. OutdoorsmanCounter=4983180.583156271
LOG  : General     , 1694060154334> ETW Logger | fearOfLocations(): modData.FearOfInside: -32.535411456286774
LOG  : General     , 1694060154335> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3729858470679
LOG  : General     , 1694060156831> ETW Logger | asthmaticTrait(): counterDecrease: 0.9, modData.AsthmaticCounter: -25855.80957687205
LOG  : General     , 1694060156832> ETW Logger | outdoorsman(): totalLose=0.5928553642630577. OutdoorsmanCounter=4983179.990300907
LOG  : General     , 1694060156833> ETW Logger | fearOfLocations(): modData.FearOfInside: -31.620847816383495
LOG  : General     , 1694060156834> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3697126470042
LOG  : General     , 1694060159335> ETW Logger | asthmaticTrait(): counterDecrease: 0.9, modData.AsthmaticCounter: -25856.70957687205
LOG  : General     , 1694060159336> ETW Logger | outdoorsman(): totalLose=0.5934249665141106. OutdoorsmanCounter=4983179.39687594
LOG  : General     , 1694060159336> ETW Logger | fearOfLocations(): modData.FearOfInside: -30.707509284222503
LOG  : General     , 1694060159337> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3664394469406
LOG  : General     , 1694060160225> ETW Logger | ISInventoryTransferAction.perform(): Moved weight: 2595.133302179165, Moved Items: 3935
LOG  : General     , 1694060161824> ETW Logger | asthmaticTrait(): counterDecrease: 0.9, modData.AsthmaticCounter: -25857.60957687205
LOG  : General     , 1694060161825> ETW Logger | outdoorsman(): totalLose=0.5939938926100732. OutdoorsmanCounter=4983178.802882047
LOG  : General     , 1694060161825> ETW Logger | fearOfLocations(): modData.FearOfInside: -29.79538921593643
LOG  : General     , 1694060161825> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.363166246877
LOG  : General     , 1694060164336> ETW Logger | asthmaticTrait(): counterDecrease: 0.8986834645271301, modData.AsthmaticCounter: -25858.508260336577
LOG  : General     , 1694060164336> ETW Logger | outdoorsman(): totalLose=0.594562534019351. OutdoorsmanCounter=4983178.208319513
LOG  : General     , 1694060164337> ETW Logger | fearOfLocations(): modData.FearOfInside: -28.88449542268999
LOG  : General     , 1694060164337> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3598930468133
LOG  : General     , 1694060166820> ETW Logger | asthmaticTrait(): counterIncrease: 0.8391041090783795, modData.AsthmaticCounter: -25857.669156227497
LOG  : General     , 1694060166823> ETW Logger | outdoorsman(): totalLose=0.5951296710968018. OutdoorsmanCounter=4983177.613189842
LOG  : General     , 1694060166824> ETW Logger | fearOfLocations(): modData.FearOfInside: -27.974822009631605
LOG  : General     , 1694060166824> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3566198467497
LOG  : General     , 1694060169326> ETW Logger | asthmaticTrait(): counterIncrease: 0.8390779499423904, modData.AsthmaticCounter: -25856.830078277555
LOG  : General     , 1694060169327> ETW Logger | outdoorsman(): totalLose=0.5956969142854214. OutdoorsmanCounter=4983177.017492928
LOG  : General     , 1694060169329> ETW Logger | fearOfLocations(): modData.FearOfInside: -27.066374793793027
LOG  : General     , 1694060169330> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.353346646686
LOG  : General     , 1694060171821> ETW Logger | asthmaticTrait(): counterDecrease: 0.8932393848896026, modData.AsthmaticCounter: -25857.723317662443
LOG  : General     , 1694060171823> ETW Logger | outdoorsman(): totalGain=2.7041409611701965. OutdoorsmanCounter=4983179.721633889
LOG  : General     , 1694060171824> ETW Logger | fearOfLocations(): modData.FearOfOutside: 773.537436909409
LOG  : General     , 1694060171825> ETW Logger | smoker(): smoking addictionDecay: 0.0032732000637054445, modData.SmokingAddiction: 1878.3500734466224
